游戏服务器,所属游戏,文件夹,启动程序,配置文件
,聊城麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\LiaoChengMJServer.exe,D:\Game_山东_普通场new\聊城麻将.xml
,SD滨州麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\BinZhouMJServer.exe,D:\Game_山东_普通场new\滨州麻将.xml
,SD济南麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\JiNanMJServer.exe,D:\Game_山东_普通场new\济南麻将.xml
,SD济宁麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\JiNingMJServer.exe,D:\Game_山东_普通场new\济宁麻将.xml
,莱芜麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\LaiWuMJServer.exe,D:\Game_山东_普通场new\莱芜麻将.xml
,SD枣庄麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\ZaoZhuangMJServer.exe,D:\Game_山东_普通场new\枣庄麻将.xml
,SD临沂麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\LinYiMJServer.exe,D:\Game_山东_普通场new\临沂麻将.xml
,SD淄博麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\ZiBoMJServer.exe,D:\Game_山东_普通场new\淄博麻将.xml
,SD青岛麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\QDMJServer.exe,D:\Game_山东_普通场new\青岛麻将.xml
,青岛保皇,D:\Game_山东_普通场new,D:\Game_山东_普通场new\QDBaoHuangServer.exe,D:\Game_山东_普通场new\青岛保皇.xml
,SD烟台麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\YanTaiMJServer.exe,D:\Game_山东_普通场new\烟台麻将.xml
,潍坊保皇,D:\Game_山东_普通场new,D:\Game_山东_普通场new\WFBaoHuangServer.exe,D:\Game_山东_普通场new\潍坊保皇.xml
,威海保皇,D:\Game_山东_普通场new,D:\Game_山东_普通场new\WHBaoHuangServer.exe,D:\Game_山东_普通场new\威海保皇.xml
,SD威海麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\WHMJServer.exe,D:\Game_山东_普通场new\威海麻将.xml
,SD潍坊麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\WeiFangMJServer.exe,D:\Game_山东_普通场new\潍坊麻将.xml
,SD日照麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\RiZhaoMJServer.exe,D:\Game_山东_普通场new\日照麻将.xml
,SD泰安麻将,D:\Game_山东_普通场new,D:\Game_山东_普通场new\TaiAnMJServer.exe,D:\Game_山东_普通场new\泰安麻将.xml
,安康麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\AnKangMaJiangServer.exe,D:\Game_陕西_朋友场new\安康麻将.xml
,汉中麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\HanZhongMJServer.exe,D:\Game_陕西_朋友场new\汉中麻将.xml
,陕西三代cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\SanDaiServer.exe,D:\Game_陕西_朋友场new\三代.xml
,西安麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\DianPaoHuMaJiangServer.exe,D:\Game_陕西_朋友场new\西安麻将.xml
,宝鸡麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\BaoJiMaJiangServer.exe,D:\Game_陕西_朋友场new\宝鸡麻将.xml
,商洛麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\ShangLuoMaJiangServer.exe,D:\Game_陕西_朋友场new\商洛麻将.xml
,捉老麻子cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\ZhuaLaoMaZiServer.exe,D:\Game_陕西_朋友场new\捉老麻子.xml
,延安麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\YAHSMaJiangServer.exe,D:\Game_陕西_朋友场new\延安麻将.xml
,榆林麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\YuLinMaJiangServer.exe,D:\Game_陕西_朋友场new\榆林麻将.xml
,渭南麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\WeiNanMJServer.exe,D:\Game_陕西_朋友场new\渭南麻将.xml
,挖坑newcs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\WaKengServer.exe,D:\Game_陕西_朋友场new\挖坑.xml
,红中麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\TuiDaoHuMaJiangServer.exe,D:\Game_陕西_朋友场new\红中麻将.xml
,铜川麻将cs,D:\Game_陕西_朋友场new,D:\Game_陕西_朋友场new\TongChuanMaJiangServer.exe,D:\Game_陕西_朋友场new\铜川麻将.xml
,捉老麻子,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\ZhuaLaoMaZiServer.exe,D:\Game_陕西_普通场new\捉老痳子.xml
,榆林麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\YuLinMaJiangServer.exe,D:\Game_陕西_普通场new\榆林麻将.xml
,延安麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\YAHSMaJiangServer.exe,D:\Game_陕西_普通场new\延安麻将.xml
,渭南麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\WeiNanMJServer.exe,D:\Game_陕西_普通场new\渭南麻将.xml
,西安麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\DianPaoHuMaJiangServer.exe,D:\Game_陕西_普通场new\西安麻将.xml
,宝鸡麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\BaoJiMaJiangServer.exe,D:\Game_陕西_普通场new\宝鸡麻将.xml
,铜川麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\TongChuanMaJiangServer.exe,D:\Game_陕西_普通场new\铜川麻将.xml
,商洛麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\ShangLuoMaJiangServer.exe,D:\Game_陕西_普通场new\商洛麻将.xml
,红中麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\TuiDaoHuMaJiangServer.exe,D:\Game_陕西_普通场new\红中麻将.xml
,汉中麻将,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\HanZhongMJServer.exe,D:\Game_陕西_普通场new\汉中麻将.xml
,NX中卫麻将newcs,D:\Game_宁夏_朋友场new,D:\Game_宁夏_朋友场new\ZhongWeiMJServer.exe,D:\Game_宁夏_朋友场new\中卫麻将.xml
,JiangXi红中麻将cs,D:\Game_江西_朋友场new,D:\Game_江西_朋友场new\HongZhongMJServer.exe,D:\Game_江西_朋友场new\红中麻将.xml
,陕西三代,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\SanDaiServer.exe,D:\Game_陕西_普通场new\三代.xml
,挖坑new,D:\Game_陕西_普通场new,D:\Game_陕西_普通场new\WaKengServer.exe,D:\Game_陕西_普通场new\挖坑.xml
,够级,D:\Game_山东_普通场new,D:\Game_山东_普通场new\GouJiServer.exe,D:\Game_山东_普通场new\够级.xml
,四团,D:\Game_江西_普通场new,D:\Game_江西_普通场new\SiTuanServer.exe,D:\Game_江西_普通场new\四团.xml
,够级_朋友场,D:\Game_山东_朋友场new,D:\Game_山东_朋友场new\GouJiServer.exe,D:\Game_山东_朋友场new\够级.xml
吉林_安徽_江苏_广西_内蒙,JS掼蛋,D:\Game_安徽_普通场new,D:\Game_安徽_普通场new\GuanDanServer.exe,D:\Game_安徽_普通场new\掼蛋.xml
,GX烟三扑克new,D:\Game_广西_普通场new,D:\Game_广西_普通场new\gxa3Server.exe,D:\Game_广西_普通场new\烟三扑克.xml
,填大坑new,D:\Lua_吉林_金币场,D:\Lua_吉林_金币场\TianDaKengServer.exe,D:\Lua_吉林_金币场\填大坑.xml
,JS徐州麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\XuZhMJServer.exe,D:\Game_江苏_朋友场new\徐州麻将.xml
,赤峰麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\nmcf_server.exe,D:\Game_内蒙_朋友场new\赤峰麻将.xml
,内蒙古麻将fir,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\nmmj_server.exe,D:\Game_内蒙_朋友场new\内蒙古麻将fir.xml
,内蒙古麻将,D:\Game_内蒙_普通场new,D:\Game_内蒙_普通场new\nmmj_server.exe,D:\Game_内蒙_普通场new\内蒙古麻将.xml
,赤峰麻将服务器,D:\Game_内蒙_普通场new,D:\Game_内蒙_普通场new\nmcf_server.exe,D:\Game_内蒙_普通场new\赤峰麻将.xml
,JS徐州麻将,D:\Game_江苏_普通场new,D:\Game_江苏_普通场new\XuZhMJServer.exe,D:\Game_江苏_普通场new\徐州麻将.xml
,至尊五张pt,D:\Lua_吉林_金币场,D:\Lua_吉林_金币场\ZhiZunWuZhangServer.exe,D:\Lua_吉林_金币场\至尊五张pt.xml
,AH叫家子cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ZhaoDuiJiaServer.exe,D:\Game_安徽_朋友场new\叫家子.xml
,JS南通长牌cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\NanTongCpServer.exe,D:\Game_江苏_朋友场new\南通长牌.xml
,AH黄山麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahhsMJServer.exe,D:\Game_安徽_朋友场new\黄山麻将.xml
,AH蚌埠换换麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\BengBuHHMJServer.exe,D:\Game_安徽_朋友场new\蚌埠换换.xml
,JS红中麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\JSHZMJServer.exe,D:\Game_江苏_朋友场new\红中麻将.xml
,GX桂林字牌newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\GuiLinZPServer.exe,D:\Game_广西_朋友场new\桂林字牌.xml
,兴安盟麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\XingAnMengMJServer.exe,D:\Game_内蒙_朋友场new\兴安盟麻将.xml
,锡盟麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\mmxm_Server.exe,D:\Game_内蒙_朋友场new\锡盟麻将.xml
,乌兰察布服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\wlcb_Server.exe,D:\Game_内蒙_朋友场new\乌兰察布麻将.xml
,乌海麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\nmwh_server.exe,D:\Game_内蒙_朋友场new\乌海麻将.xml
,通辽麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\tlmj_server.exe,D:\Game_内蒙_朋友场new\通辽麻将.xml
,填大坑newcsWL,D:\Lua_吉林_朋友场,D:\Lua_吉林_朋友场\TianDaKengServer.exe,D:\Lua_吉林_朋友场\填大坑.xml
,吉林红十朋友场,D:\Lua_吉林_朋友场,D:\Lua_吉林_朋友场\JiLinHongShiServer.exe,D:\Lua_吉林_朋友场\吉林红十.xml
,呼和浩特麻将fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\HuHeHaoTeMJServer.exe,D:\Game_内蒙_朋友场new\呼和浩特麻将.xml
,拱牛fr,D:\Lua_吉林_朋友场,D:\Lua_吉林_朋友场\GongNiuServer.exe,D:\Lua_吉林_朋友场\拱牛.xml
,鄂市麻将fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\nmesMJServer.exe,D:\Game_内蒙_朋友场new\鄂尔多斯麻将.xml
,东北刨幺newWL,D:\Lua_吉林_朋友场,D:\Lua_吉林_朋友场\DongBeiPaoYaoServer.exe,D:\Lua_吉林_朋友场\东北刨幺.xml
,打大Afr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\DaDaAServer.exe,D:\Game_内蒙_朋友场new\打大A.xml
,包头麻将服务器fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\nmbt_Server.exe,D:\Game_内蒙_朋友场new\包头麻将.xml
,巴彦淖尔麻将fr,D:\Game_内蒙_朋友场new,D:\Game_内蒙_朋友场new\byce_Server.exe,D:\Game_内蒙_朋友场new\巴彦淖尔麻将.xml
,JS镇江麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\ZhenJiangMJServer.exe,D:\Game_江苏_朋友场new\镇江麻将.xml
,JS扬州麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\YangZhouMJServer.exe,D:\Game_江苏_朋友场new\扬州麻将.xml
,JS盐城麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\YcMJServer.exe,D:\Game_江苏_朋友场new\盐城飞听.xml
,JS盐城晃晃cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\YchhMJServer.exe,D:\Game_江苏_朋友场new\盐城晃晃.xml
,JS宿迁麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\SuQianMJServer.exe,D:\Game_江苏_朋友场new\宿迁麻将.xml
,JS无锡麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\WuXiMJServer.exe,D:\Game_江苏_朋友场new\无锡麻将.xml
,JS泰州麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\TaiZhouMJServer.exe,D:\Game_江苏_朋友场new\泰州麻将.xml
,JS苏州麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\SuZhouMJServer.exe,D:\Game_江苏_朋友场new\苏州麻将.xml
,JS南京麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\NanJingMJServer.exe,D:\Game_江苏_朋友场new\南京麻将.xml
,JS赣榆麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\GanYuMJServer.exe,D:\Game_江苏_朋友场new\赣榆麻将.xml
,JS常州麻将cs,D:\Game_江苏_朋友场new,D:\Game_江苏_朋友场new\ChangZhouMJServer.exe,D:\Game_江苏_朋友场new\常州麻将.xml
,GX梧州麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\WuZhouMJServer.exe,D:\Game_广西_朋友场new\梧州麻将.xml
,GX钦州麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\QinZhouMJServer.exe,D:\Game_广西_朋友场new\钦州麻将.xml
,GX柳州麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\lzhouMJServer.exe,D:\Game_广西_朋友场new\柳州麻将.xml
,GX来宾麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\LaiBinMJServer.exe,D:\Game_广西_朋友场new\来宾麻将.xml
,GX河池麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\HeChiMJServer.exe,D:\Game_广西_朋友场new\河池麻将.xml
,GX桂柳麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\gxglMJServer.exe,D:\Game_广西_朋友场new\桂柳麻将.xml
,GX桂林麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\GuiLinMJServer.exe,D:\Game_广西_朋友场new\桂林麻将.xml
,GX贵港麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\GuiGangMJServer.exe,D:\Game_广西_朋友场new\贵港麻将.xml
,GX广西推到胡麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\GXTDHMJServer.exe,D:\Game_广西_朋友场new\推倒胡.xml
,GX广西鸡平胡麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\JiPingHuMJServer.exe,D:\Game_广西_朋友场new\鸡平胡.xml
,GX防城港麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\FangChengGangMJServer.exe,D:\Game_广西_朋友场new\防城港麻将.xml
,GX崇左麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\ChongZhuoMJServer.exe,D:\Game_广西_朋友场new\崇左麻将.xml
,GX北海麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\BeiHaiMJServer.exe,D:\Game_广西_朋友场new\北海麻将.xml
,GX百色麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\BaiSeMJServer.exe,D:\Game_广西_朋友场new\百色麻将.xml
,AH宣城麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\XuanChengMJServer.exe,D:\Game_安徽_朋友场new\宣城麻将.xml
,AH宿州麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\SuZhouMJServer.exe,D:\Game_安徽_朋友场new\宿州麻将.xml
,AH芜湖麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\WuHuMJServer.exe,D:\Game_安徽_朋友场new\芜湖麻将.xml
,AH马鞍山麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\MaAnShanMJServer.exe,D:\Game_安徽_朋友场new\马鞍山麻将.xml
,AH六安麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahlaMJServer.exe,D:\Game_安徽_朋友场new\六安麻将.xml
,AH老亳州麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\LBZHMJServer.exe,D:\Game_安徽_朋友场new\老亳州麻将.xml
,AH淮南麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\HuaiNanMJServer.exe,D:\Game_安徽_朋友场new\淮南麻将.xml
,AH淮南换换麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahhhMJServer.exe,D:\Game_安徽_朋友场new\淮南换换.xml
,AH淮北麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahhbMJServer.exe,D:\Game_安徽_朋友场new\淮北麻将.xml
,GX南宁麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\NanNingMJServer.exe,D:\Game_广西_朋友场new\南宁麻将.xml
,GX玉林麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\mjylMJServer.exe,D:\Game_广西_朋友场new\玉林麻将.xml
,GX贺州麻将newcs,D:\Game_广西_朋友场new,D:\Game_广西_朋友场new\HeZhouMJServer.exe,D:\Game_广西_朋友场new\贺州麻将.xml
,AH合肥红中麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\HongZhongMJServer.exe,D:\Game_安徽_朋友场new\红中麻将.xml
,AH合肥八支cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\HFBZMJServer.exe,D:\Game_安徽_朋友场new\合肥八支.xml
,AH阜阳麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahfyMJServer.exe,D:\Game_安徽_朋友场new\阜阳麻将.xml
,AH滁州麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ChuZhouMJServer.exe,D:\Game_安徽_朋友场new\滁州麻将.xml
,AH池州麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\ahchMJServer.exe,D:\Game_安徽_朋友场new\池州麻将.xml
,AH亳州推倒胡cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\BoZhouTDMJServer.exe,D:\Game_安徽_朋友场new\亳州推倒胡麻将.xml
,AH亳州麻将cs,D:\Game_安徽_朋友场new,D:\Game_安徽_朋友场new\BoZhouMJServer.exe,D:\Game_安徽_朋友场new\亳州麻将.xml
